Date,Description,Amount,Transaction Type,Category,Account Name
02/04/2019,Phone Company,1.75,debit,Restaurants,Platinum Card
04/03/2018,Spotify,135.53,debit,Coffee Shops,Silver Card
02/27/2019,Wendy's,199.99,debit,Utilities,Silver Card
02/25/2019,Brewing Company,1.75,debit,Restaurants,Checking
02/01/2019,Italian Restaurant,38.44,debit,Coffee Shops,Checking
03/01/2019,Irish Restaurant,1209.3,debit,Restaurants,Silver Card
04/12/2018,Barbershop,22.24,debit,Movies & DVDs,Platinum Card
07/15/2018,Phone Company,1.75,debit,Groceries,Platinum Card
02/04/2018,Fancy Restaurant,190.92,debit,Groceries,Platinum Card
10/21/2018,Credit Card Payment,191.83,credit,Credit Card Payment,Checking
01/24/2019,Phone Company,167.76,debit,Electronics & Software,Platinum Card
02/19/2019,Brewing Company,188.48,debit,Paycheck,Platinum Card
06/06/2018,Credit Card Payment,189.05,credit,Credit Card Payment,Checking
05/19/2018,Biweekly Paycheck,2232.49,credit,Paycheck,Checking
02/15/2019,Brewing Company,72.17,debit,Shopping,Platinum Card
01/05/2019,Credit Card Payment,248.56,debit,Restaurants,Checking
04/23/2018,Roadside Diner,192.82,debit,Restaurants,Silver Card
08/06/2019,Pizza Place,1.75,debit,Shopping,Checking
05/03/2018,Phone Company,155.62,debit,Haircut,Silver Card
09/01/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
01/05/2019,Grocery Store,193.82,debit,Groceries,Silver Card
01/18/2019,Biweekly Paycheck,1450.77,credit,Paycheck,Checking
03/05/2019,Biweekly Paycheck,3263.21,debit,Television,Checking
07/09/2018,QuikTrip,109.17,debit,Restaurants,Platinum Card
11/12/2018,Seafood Restaurant,150.83,debit,Groceries,Platinum Card
11/26/2018,Seafood Restaurant,190.71,debit,Restaurants,Platinum Card
01/21/2019,Vietnamese Restaurant,196.0,debit,Alcohol & Bars,Checking
02/13/2019,Amazon,126.01,debit,Shopping,Platinum Card
06/19/2019,Credit Card Payment,1789.67,credit,Credit Card Payment,Checking
05/14/2019,Japanese Restaurant,1.75,debit,Utilities,Platinum Card
01/01/2018,Credit Card Payment,397.6,credit,Credit Card Payment,Silver Card
07/15/2018,Netflix,1.75,debit,Gas & Fuel,Checking
04/27/2018,Italian Restaurant,1.75,debit,Fast Food,Platinum Card
08/20/2018,BP,195.62,debit,Restaurants,Platinum Card
06/22/2018,Amazon,195.13,debit,Restaurants,Checking
03/07/2018,Netflix,124.49,debit,Restaurants,Checking
06/21/2019,Bojangles,200.78,debit,Utilities,Platinum Card
10/22/2018,Bojangles,1.75,debit,Restaurants,Checking
10/27/2018,Barbershop,1.75,debit,Fast Food,Platinum Card
12/29/2018,City Water Charges,184.06,debit,Electronics & Software,Checking
01/14/2019,Bakery Place,160.1,debit,Restaurants,Checking
06/08/2018,Irish Pub,1.75,debit,Fast Food,Platinum Card
11/19/2018,Phone Company,1.75,debit,Groceries,Platinum Card
12/28/2018,Biweekly Paycheck,798.05,credit,Credit Card Payment,Checking
08/20/2018,Spotify,109.21,debit,Coffee Shops,Platinum Card
01/25/2019,Mortgage Payment,1.75,debit,Shopping,Platinum Card
07/31/2018,Hardware Store,138.23,debit,Home Improvement,Platinum Card
08/11/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Checking
01/05/2018,Grocery Store,157.44,debit,Utilities,Checking
04/04/2018,Grocery Store,1.75,debit,Auto Insurance,Platinum Card
12/09/2018,Barbershop,86.18,debit,Food & Dining,Platinum Card
01/15/2018,Circle K,88.94,debit,Utilities,Checking
12/06/2018,Thai Restaurant,1.75,debit,Movies & DVDs,Platinum Card
03/08/2018,Spotify,197.83,debit,Restaurants,Checking
02/05/2019,Vietnamese Restaurant,183.86,debit,Auto Insurance,Platinum Card
07/10/2019,Power Company,198.7,debit,Paycheck,Platinum Card
10/04/2018,Amazon,190.59,debit,Shopping,Platinum Card
01/10/2018,QuikTrip,1.75,debit,Gas & Fuel,Silver Card
01/05/2019,Gas Company,2736.8,credit,Paycheck,Checking
07/14/2018,Grocery Store,200.63,debit,Restaurants,Platinum Card
05/12/2018,Chick-Fil-A,1.75,debit,Groceries,Platinum Card
01/03/2019,Amazon,1.75,debit,Home Improvement,Platinum Card
01/16/2019,Biweekly Paycheck,1861.67,credit,Paycheck,Checking
08/31/2018,Gas Company,1.75,debit,Restaurants,Checking
09/17/2018,Valero,189.32,debit,Gas & Fuel,Platinum Card
11/21/2018,Internet Service Provider,189.6,debit,Shopping,Platinum Card
07/09/2018,State Farm,51.94,debit,Coffee Shops,Platinum Card
11/19/2018,Biweekly Paycheck,1.75,debit,Mobile Phone,Silver Card
03/08/2018,Biweekly Paycheck,3350.8,credit,Paycheck,Checking
03/22/2019,Credit Card Payment,2189.79,credit,Credit Card Payment,Checking
11/30/2018,Starbucks,45.4,debit,Shopping,Platinum Card
03/05/2019,Credit Card Payment,1044.68,credit,Paycheck,Checking
06/12/2019,BBQ Restaurant,191.93,debit,Restaurants,Checking
01/18/2019,BP,1.75,debit,Gas & Fuel,Platinum Card
01/11/2018,Biweekly Paycheck,639.18,credit,Paycheck,Checking
08/27/2018,Grocery Store,53.48,debit,Electronics & Software,Platinum Card
04/23/2018,Amazon,199.43,debit,Food & Dining,Checking
11/06/2018,Hardware Store,190.18,debit,Groceries,Platinum Card
01/11/2018,Grocery Store,187.37,debit,Mobile Phone,Silver Card
05/19/2018,Biweekly Paycheck,3300.73,credit,Credit Card Payment,Checking
05/18/2018,Brewing Company,199.27,debit,Restaurants,Silver Card
03/20/2019,Gas Company,131.01,debit,Restaurants,Platinum Card
01/25/2019,Hardware Store,1.75,debit,Mobile Phone,Platinum Card
06/09/2018,German Restaurant,192.32,debit,Groceries,Platinum Card
05/25/2019,Credit Card Payment,1.75,debit,Credit Card Payment,Checking
07/11/2018,State Farm,179.41,debit,Credit Card Payment,Platinum Card
02/28/2019,Credit Card Payment,1.75,credit,Credit Card Payment,Checking
09/18/2019,Fancy Restaurant,1.75,debit,Restaurants,Platinum Card
06/02/2018,Greek Restaurant,1.75,debit,Groceries,Platinum Card
06/26/2018,BP,1.75,debit,Fast Food,Platinum Card
01/15/2018,Movie Theater,130.99,debit,Groceries,Checking
01/21/2019,Shell,3342.33,credit,Credit Card Payment,Checking
04/24/2018,Gas Company,182.17,debit,Home Improvement,Platinum Card
04/01/2018,Power Company,1.75,debit,Alcohol & Bars,Platinum Card
04/26/2018,Amazon,200.05,debit,Movies & DVDs,Silver Card
04/18/2019,Chick-Fil-A,2111.42,debit,Mobile Phone,Platinum Card
06/27/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
05/07/2019,QuikTrip,1.75,debit,Home Improvement,Checking
04/23/2018,Hardware Store,168.41,debit,Restaurants,Platinum Card
02/16/2018,Biweekly Paycheck,794.82,credit,Paycheck,Checking
04/24/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
04/02/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
06/18/2018,Brewing Company,192.63,debit,Gas & Fuel,Platinum Card
01/18/2019,Thai Restaurant,49.49,debit,Gas & Fuel,Platinum Card
04/27/2019,Biweekly Paycheck,3356.43,credit,Paycheck,Checking
02/19/2019,Greek Restaurant,193.66,debit,Shopping,Checking
05/01/2018,Shell,58.52,debit,Groceries,Platinum Card
02/04/2018,Credit Card Payment,1.75,debit,Utilities,Silver Card
02/15/2019,Grocery Store,186.7,debit,Haircut,Platinum Card
09/23/2019,State Farm,78.44,credit,Credit Card Payment,Checking
09/07/2018,Mexican Restaurant,2.39,debit,Coffee Shops,Platinum Card
07/25/2018,BP,160.63,debit,Restaurants,Platinum Card
05/09/2018,Movie Theater,91.56,debit,Utilities,Checking
07/28/2019,Credit Card Payment,1.75,credit,Credit Card Payment,Platinum Card
01/03/2019,Roadside Diner,128.59,debit,Restaurants,Platinum Card
02/04/2019,Movie Theater,196.45,debit,Credit Card Payment,Platinum Card
01/05/2019,Biweekly Paycheck,1766.05,credit,Paycheck,Checking
09/28/2018,Amazon,164.05,debit,Restaurants,Platinum Card
01/23/2018,Greek Restaurant,1.75,debit,Movies & DVDs,Silver Card
04/30/2019,Target,7.51,debit,Mortgage & Rent,Platinum Card
05/07/2019,Pizza Place,64.67,debit,Groceries,Platinum Card
06/18/2018,Grocery Store,1.75,debit,Utilities,Silver Card
05/05/2018,American Tavern,1.75,debit,Shopping,Platinum Card
06/20/2018,Biweekly Paycheck,200.53,debit,Gas & Fuel,Platinum Card
04/18/2018,Bojangles,3361.34,debit,Utilities,Checking
02/14/2018,Gas Company,1.75,debit,Utilities,Platinum Card
07/08/2018,Grocery Store,1.75,debit,Fast Food,Silver Card
07/01/2018,Gas Company,1.75,debit,Utilities,Platinum Card
04/22/2018,Amazon,200.34,debit,Restaurants,Platinum Card
01/25/2019,Biweekly Paycheck,3361.53,credit,Credit Card Payment,Checking
06/06/2018,Spotify,172.24,debit,Mortgage & Rent,Checking
01/01/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
05/29/2018,Chevron,197.42,debit,Restaurants,Checking
03/05/2019,City Water Charges,2059.59,debit,Mortgage & Rent,Checking
07/02/2018,Go Mart,1.75,debit,Restaurants,Platinum Card
07/24/2019,Gas Company,173.66,debit,Internet,Checking
01/14/2019,Seafood Restaurant,136.77,debit,Restaurants,Checking
05/05/2018,Credit Card Payment,5.13,debit,Internet,Platinum Card
08/21/2018,Credit Card Payment,2148.09,credit,Credit Card Payment,Silver Card
04/04/2018,Biweekly Paycheck,3097.4,debit,Restaurants,Checking
01/18/2019,Mortgage Payment,3301.18,debit,Paycheck,Checking
05/01/2018,Credit Card Payment,46.55,debit,Credit Card Payment,Platinum Card
08/01/2018,Barbershop,143.09,debit,Utilities,Checking
02/07/2019,Grocery Store,24.54,debit,Fast Food,Silver Card
12/21/2018,New York Deli,190.96,debit,Home Improvement,Platinum Card
08/01/2018,Chili's,1.75,debit,Mortgage & Rent,Platinum Card
11/12/2018,Spotify,1.75,debit,Internet,Silver Card
01/05/2018,Amazon,1.75,debit,Restaurants,Silver Card
11/21/2018,State Farm,1.75,debit,Utilities,Silver Card
01/05/2019,Credit Card Payment,47.38,credit,Credit Card Payment,Platinum Card
03/20/2019,Hardware Store,58.55,debit,Restaurants,Platinum Card
08/01/2018,Internet Service Provider,2702.06,debit,Paycheck,Checking
05/18/2018,Credit Card Payment,194.34,credit,Credit Card Payment,Silver Card
10/28/2018,Irish Restaurant,1.75,debit,Restaurants,Platinum Card
01/25/2019,Biweekly Paycheck,2088.43,credit,Credit Card Payment,Checking
04/01/2018,Chick-Fil-A,1.75,debit,Utilities,Platinum Card
04/12/2018,Valero,1.75,debit,Groceries,Platinum Card
10/25/2018,American Tavern,1.75,debit,Alcohol & Bars,Platinum Card
03/04/2018,Phone Company,199.64,debit,Movies & DVDs,Platinum Card
06/21/2019,Credit Card Payment,3000.95,credit,Paycheck,Checking
04/29/2018,Amazon,1.75,debit,Groceries,Silver Card
03/02/2018,Brewing Company,199.17,debit,Restaurants,Platinum Card
01/18/2019,BBQ Restaurant,127.61,debit,Coffee Shops,Checking
06/03/2018,Barbershop,192.73,debit,Home Improvement,Checking
01/08/2018,New York Deli,171.1,debit,Utilities,Platinum Card
06/10/2018,Vietnamese Restaurant,200.2,debit,Restaurants,Platinum Card
07/30/2019,Latin Restaurant,103.08,debit,Restaurants,Silver Card
03/08/2018,Target,3326.03,debit,Auto Insurance,Silver Card
04/02/2018,State Farm,156.71,debit,Haircut,Platinum Card
06/14/2018,Amazon,103.63,debit,Credit Card Payment,Checking
04/12/2018,Brewing Company,1.75,debit,Restaurants,Platinum Card
03/16/2018,Gas Company,72.24,debit,Music,Platinum Card
12/29/2018,Credit Card Payment,1857.89,debit,Paycheck,Checking
07/31/2018,Movie Theater,181.1,debit,Shopping,Platinum Card
01/25/2019,Biweekly Paycheck,1634.75,credit,Paycheck,Checking
07/15/2018,Amazon,1.75,debit,Alcohol & Bars,Platinum Card
01/09/2018,Sheetz,1.75,debit,Shopping,Platinum Card
12/01/2018,Brewing Company,1.75,debit,Fast Food,Platinum Card
06/06/2018,Hardware Store,157.56,debit,Groceries,Silver Card
07/04/2018,Hardware Store,179.78,debit,Groceries,Platinum Card
01/16/2019,Mortgage Payment,28.79,debit,Haircut,Checking
07/08/2018,Credit Card Payment,3307.95,credit,Paycheck,Checking
09/07/2018,Biweekly Paycheck,1.75,debit,Television,Platinum Card
07/08/2018,Grocery Store,1.75,debit,Utilities,Platinum Card
06/27/2018,Barbershop,1.75,debit,Restaurants,Platinum Card
02/16/2018,Shell,1.75,debit,Groceries,Platinum Card
08/17/2018,Barbershop,191.62,debit,Home Improvement,Silver Card
05/21/2018,Credit Card Payment,1035.22,credit,Paycheck,Checking
05/01/2018,BP,43.47,debit,Gas & Fuel,Checking
06/30/2019,Biweekly Paycheck,988.64,debit,Paycheck,Checking
06/26/2018,Mediterranean Restaurant,196.38,debit,Internet,Platinum Card
08/15/2018,Chick-Fil-A,1.75,debit,Restaurants,Platinum Card
01/16/2019,Credit Card Payment,1.75,debit,Groceries,Checking
08/08/2019,Japanese Restaurant,169.34,debit,Groceries,Silver Card
02/15/2019,Brewing Company,197.9,debit,Home Improvement,Checking
07/01/2018,Biweekly Paycheck,671.65,credit,Credit Card Payment,Checking
07/08/2018,Thai Restaurant,154.42,debit,Fast Food,Silver Card
03/18/2019,Biweekly Paycheck,1284.65,credit,Paycheck,Checking
10/26/2018,Spotify,196.84,debit,Paycheck,Checking
07/09/2018,Grocery Store,1.75,debit,Gas & Fuel,Checking
03/12/2019,Biweekly Paycheck,3260.39,credit,Auto Insurance,Checking
04/27/2018,Best Buy,1.75,debit,Alcohol & Bars,Silver Card
06/06/2018,Spotify,500.69,debit,Shopping,Platinum Card
04/19/2019,Biweekly Paycheck,2192.62,credit,Credit Card Payment,Checking
01/05/2019,Biweekly Paycheck,122.57,credit,Paycheck,Checking
11/13/2018,Grocery Store,1.75,debit,Restaurants,Checking
09/01/2018,Starbucks,176.93,debit,Restaurants,Platinum Card
04/19/2019,Circle K,187.82,debit,Shopping,Checking
02/13/2019,BP,1.75,debit,Auto Insurance,Platinum Card
01/12/2018,Grocery Store,187.95,debit,Groceries,Platinum Card
01/09/2018,Brunch Restaurant,179.76,debit,Utilities,Platinum Card
01/08/2018,Mortgage Payment,3321.19,credit,Paycheck,Checking
05/06/2018,Pizza Place,187.93,debit,Fast Food,Platinum Card
10/23/2018,Starbucks,1.75,debit,Utilities,Platinum Card
05/11/2018,State Farm,29.11,debit,Restaurants,Platinum Card
03/04/2018,Starbucks,117.51,debit,Groceries,Silver Card
05/25/2018,Mortgage Payment,1.75,debit,Alcohol & Bars,Platinum Card
05/01/2018,Credit Card Payment,691.97,debit,Credit Card Payment,Checking
04/11/2018,Biweekly Paycheck,3359.48,credit,Paycheck,Checking
01/05/2019,Biweekly Paycheck,171.09,debit,Restaurants,Silver Card
11/12/2018,Hardware Store,1.75,debit,Gas & Fuel,Platinum Card
07/15/2018,Grocery Store,191.36,debit,Home Improvement,Silver Card
08/11/2018,American Tavern,1.75,debit,Coffee Shops,Platinum Card
05/09/2018,Vietnamese Restaurant,1.75,debit,Restaurants,Platinum Card
07/01/2018,Chick-Fil-A,1.75,debit,Utilities,Platinum Card
04/04/2018,Starbucks,1.75,debit,Shopping,Platinum Card
12/23/2018,BBQ Restaurant,1.75,debit,Restaurants,Platinum Card
05/17/2018,Target,1.75,debit,Restaurants,Silver Card
05/04/2018,State Farm,74.82,debit,Auto Insurance,Checking
07/02/2018,Valero,151.02,debit,Groceries,Platinum Card
01/03/2019,American Tavern,199.83,debit,Entertainment,Checking
10/04/2018,Mexican Restaurant,1.75,debit,Restaurants,Platinum Card
01/05/2019,Movie Theater,100.47,debit,Home Improvement,Silver Card
04/08/2018,Sheetz,180.83,debit,Internet,Checking
05/14/2019,Grocery Store,1.75,debit,Home Improvement,Platinum Card
01/21/2019,Chick-Fil-A,1780.55,debit,Television,Checking
07/04/2018,Amazon,183.48,debit,Gas & Fuel,Platinum Card
06/14/2018,Starbucks,163.98,debit,Credit Card Payment,Platinum Card
05/22/2018,Netflix,1.75,debit,Mobile Phone,Platinum Card
03/18/2019,Credit Card Payment,1410.19,credit,Home Improvement,Checking
07/21/2018,Internet Service Provider,198.55,debit,Groceries,Silver Card
10/23/2018,Mike's Construction Co.,200.58,debit,Restaurants,Checking
12/07/2018,Credit Card Payment,2614.97,credit,Credit Card Payment,Checking
06/15/2018,Sheetz,1.75,debit,Coffee Shops,Silver Card
05/18/2018,Pizza Place,94.81,debit,Restaurants,Silver Card
05/18/2018,Bojangles,192.27,debit,Utilities,Platinum Card
06/14/2019,Spotify,125.53,debit,Restaurants,Checking
10/04/2018,Credit Card Payment,194.12,credit,Credit Card Payment,Platinum Card
04/24/2018,Grocery Store,1.75,debit,Credit Card Payment,Silver Card
04/22/2019,Amazon,55.0,debit,Credit Card Payment,Platinum Card
06/26/2018,Best Buy,1.75,debit,Restaurants,Platinum Card
06/20/2018,Greek Restaurant,172.42,debit,Groceries,Platinum Card
06/27/2018,Grocery Store,38.74,debit,Music,Silver Card
07/04/2018,Seafood Restaurant,193.71,debit,Groceries,Platinum Card
01/10/2018,Grocery Store,1.75,debit,Mobile Phone,Platinum Card
06/17/2019,Amazon,198.51,debit,Shopping,Platinum Card
03/20/2019,Biweekly Paycheck,3344.71,credit,Paycheck,Checking
10/04/2018,Netflix,167.57,debit,Shopping,Platinum Card
08/17/2018,Food Truck,1.75,debit,Groceries,Silver Card
01/10/2018,Biweekly Paycheck,199.49,credit,Paycheck,Silver Card
07/05/2018,Amazon,81.92,debit,Home Improvement,Silver Card
02/03/2018,Mortgage Payment,1.75,debit,Mobile Phone,Checking
12/01/2018,Movie Theater,194.32,debit,Haircut,Platinum Card
05/19/2018,Biweekly Paycheck,3361.36,credit,Paycheck,Checking
06/09/2018,Irish Pub,191.75,debit,Credit Card Payment,Checking
01/21/2019,Hardware Store,1.75,debit,Utilities,Platinum Card
03/19/2019,Blue Sky Market,175.46,debit,Restaurants,Platinum Card
03/08/2018,Biweekly Paycheck,3218.07,credit,Paycheck,Checking
07/15/2018,Internet Service Provider,158.51,debit,Home Improvement,Platinum Card
07/31/2018,Amazon,1.75,debit,Fast Food,Platinum Card
01/02/2019,Japanese Restaurant,31.92,debit,Utilities,Platinum Card
06/01/2019,Brewing Company,196.5,debit,Utilities,Checking
04/16/2019,Grocery Store,199.08,debit,Shopping,Platinum Card
01/21/2019,Amazon,1.75,debit,Restaurants,Platinum Card
05/02/2018,Phone Company,116.75,debit,Utilities,Platinum Card
07/06/2019,Shell,182.24,debit,Restaurants,Platinum Card
01/03/2019,Go Mart,197.33,debit,Mobile Phone,Platinum Card
03/14/2019,Biweekly Paycheck,3339.32,credit,Paycheck,Checking
07/18/2018,Belgian Restaurant,165.28,debit,Shopping,Platinum Card
02/05/2018,Amazon,158.86,debit,Utilities,Checking
09/02/2018,Grocery Store,197.82,debit,Auto Insurance,Silver Card
10/22/2018,Phone Company,141.04,debit,Credit Card Payment,Platinum Card
08/27/2018,Credit Card Payment,5.22,debit,Shopping,Platinum Card
01/03/2019,Grocery Store,175.44,debit,Restaurants,Checking
01/10/2018,Power Company,1490.28,debit,Credit Card Payment,Checking
08/02/2018,Sushi Restaurant,1.75,debit,Mobile Phone,Silver Card
06/19/2018,Biweekly Paycheck,816.7,credit,Paycheck,Checking
01/16/2019,Biweekly Paycheck,3349.12,credit,Paycheck,Checking
05/10/2018,Internet Service Provider,165.69,debit,Food & Dining,Silver Card
12/26/2018,Bojangles,44.92,debit,Shopping,Platinum Card
04/20/2018,Hardware Store,175.66,debit,Restaurants,Silver Card
05/10/2019,Fancy Restaurant,39.35,debit,Gas & Fuel,Platinum Card
11/20/2018,Starbucks,1.75,debit,Gas & Fuel,Platinum Card
08/04/2018,Amazon,1.75,debit,Shopping,Platinum Card
09/23/2019,Brewing Company,2210.11,debit,Paycheck,Checking
01/21/2019,Mortgage Payment,198.99,debit,Groceries,Checking
02/19/2019,Internet Service Provider,193.12,debit,Paycheck,Platinum Card
07/09/2018,Mexican Restaurant,1.75,debit,Shopping,Platinum Card
07/11/2018,Movie Theater,3173.03,debit,Groceries,Silver Card
08/20/2018,Liquor Store,92.47,debit,Movies & DVDs,Platinum Card
06/06/2018,City Water Charges,199.71,debit,Shopping,Silver Card
01/21/2019,Power Company,127.67,debit,Restaurants,Platinum Card
07/09/2018,Spotify,1.75,debit,Restaurants,Platinum Card
09/01/2018,Biweekly Paycheck,2141.81,credit,Credit Card Payment,Checking
04/22/2018,Starbucks,200.59,debit,Music,Silver Card
04/26/2018,Bojangles,2144.18,debit,Mortgage & Rent,Platinum Card
05/18/2018,Grocery Store,1.75,debit,Internet,Checking
01/21/2019,American Tavern,987.86,debit,Shopping,Platinum Card
05/14/2018,Biweekly Paycheck,1982.04,credit,Paycheck,Checking
04/29/2018,Tiny Deli,1.75,debit,Gas & Fuel,Platinum Card
03/29/2019,Amazon,186.43,debit,Food & Dining,Platinum Card
08/27/2018,Spotify,66.96,debit,Utilities,Platinum Card
01/05/2018,Mortgage Payment,2223.95,credit,Credit Card Payment,Checking
05/24/2018,Biweekly Paycheck,1.75,debit,Utilities,Platinum Card
